WO_NO,REG_DATE,ERR_CAUSE_LO,ERR_DESCR,PLAN_S_DATE,PLAN_F_DATE,REAL_S_DATE,REAL_F_DATE,WORK_DONE,WORK_DESCR_LO,PERFORMED_ACTION_LO,FUNC_TEST,FUNC_TEST_DESCR,PM_DESCR,PLAN_MEN,PLAN_HRS,REAL_HRS,CODE_C,CODE_D,CODE_G,CODE_H,CODE_I,CODE_J,CODE_F,ACTIVITY_SEQ,TEST_NUMBER,INSTRUCTION,MATERIALS,PLAN_S_WEEK,PLAN_F_WEEK,NOTE,LAST_ACTIVITY_DATE,REQUIRED_START_DATE,REQUIRED_END_DATE,PM_TYPE,PM_TYPE_DB,ERR_CAUSE,PERFORMED_ACTION_ID,COST_CENTER,OBJECT_NO,PROJECT_NO,ERR_SYMPTOM,ERR_DISCOVER_CODE,WORK_TYPE_ID,PRIORITY_ID,ERR_TYPE,ACTION_CODE_ID,ERR_CLASS,OP_STATUS_ID,CALL_CODE,WORK_LEADER_SIGN_ID,WORK_LEADER_SIGN,WORK_MASTER_SIGN_ID,WORK_MASTER_SIGN,ROLE_CODE,FUNC_TEST_SIGN_ID,FUNC_TEST_SIGN,WO_STATUS_ID,CONTRACT,MCH_CODE,TEST_POINT_ID,ORG_CODE,VENDOR_NO,REPORT_IN_BY_ID,REPORT_IN_BY,REPAIR_FLAG,CONTACT,PHONE_NO,ADDRESS_ID,REFERENCE_NO,FIXED_PRICE,FIXED_PRICE_DB,AGREEMENT_ID,CUSTOMER_NO,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,ADDRESS6,ADDRESS7,QUOTATION_ID,FAULT_REP_FLAG,WO_KEY_VALUE,CUST_ORDER_TYPE,CUST_ORDER_NO,CUST_ORDER_LINE_NO,CUST_ORDER_REL_NO,CUST_ORDER_LINE_ITEM_NO,WARRANTY_ROW_NO,GENERATE_NOTE,GENERATE_NOTE_DB,GEN_ID,SEQ_NO,CURRENCY_CODE,NON_SERIAL_REPAIR_FLAG,REPAIR_PART_NO,REPAIR_PART_CONTRACT,NON_SERIAL_LOCATION,NON_SERIAL_LOCATION_DB,CUST_WARRANTY,CUST_WARR_TYPE,SUP_WARRANTY,SUP_WARR_TYPE,OBJ_CUST_WARRANTY,OBJ_SUP_WARRANTY,PLANNED_MAN_HRS,GROUP_ID,MCH_CODE_CONTRACT,CONNECTION_TYPE,CONNECTION_TYPE_DB,MCH_CODE_DESCRIPTION,RECEIVE_ORDER_NO,COMPLEX_AGREEMENT_ID,CASE_ID,TASK_ID,CONTEXT,CONTRACT_ID,LINE_NO,EARLIEST_START_DATE,FIXED_START_DATE,FIXED_RESOURCE,SORTING_NO,C_NEXT_DUE_VALUE,C_LAST_COMPLETED,C_CYCLE_ID_CONTRACT,C_PM_CYCLE_ID,C_LINE_CYCLE_NO,C_NC_DATE,C_DATE_CHG,C_MAINTAINABLE_ID,SCHED_MAINT_WIN,SCHED_MAINT_WIN_DB,C_WO_NOT_REQ_IF_INSP_FAIL,C_ALLOW_OBJ_LINE_NOT_INSP,C_MASTER_WO_NO,C_DERIVED_WO_CREATED,C_ACTUAL_FUNC_OBJECT,C_REF_CONNECTION,C_RANDOM_SAMPLE,C_RANDOM_SAMPLE_DB,C_SAMPLE_SIZE,C_OBJ_LIST_SIZE,C_SAMPLE_SIZE_PCT,C_INSP_RESULT_CATA,C_INSP_RESULT_CATA_DESC,C_MULTIPLICATION_FACTOR,C_MULTIPLICATION_FACTOR_DB,C_MANDATORY_INSP_CODE,C_MANDATORY_INSP_CODE_DB,C_MOBILE_FREEZE,C_MOBILE_DEVICE_ID,C_DEVICE_NAME,C_APPR_AUTO_COMP
1210005453,30-May-17,(null),1 MONTHS,28-Aug-17,28-Aug-17,3-Sep-17,4-Sep-17,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),4-Sep-17,(null),3-Sep-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210005453^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000189,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-Aug-17,(null),(null),(null),(null),(null),J117,56046466,15,6-Sep-17,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210003189,25-Mar-17,(null),3 MONTHS,27-Mar-17,27-Mar-17,3-Apr-17,4-Apr-17,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),239.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),4-Apr-17,(null),5-Apr-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M003,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),ELECTRON,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210003189^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000035,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),27-Mar-17,(null),(null),(null),(null),(null),(null),(null),(null),8-Apr-17,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
51801,6-Feb-17,(null),Fix minor leaks on control unit,7-Apr-17,7-Apr-17,7-Apr-17,7-Apr-17,(null),(null),(null),(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),300,(null),(null),(null),(null),(null),(null),(null),(null),(null),7-Apr-17,6-Feb-17,7-Apr-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),300,1,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),DRILLING,(null),(null),(null),FALSE,(null),(null),(null),53470889,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=51801^,SEO,(null),(null),(null),(null),(null),No,2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),6-Feb-17,(null),(null),(null),(null),(null),(null),(null),(null),10-Apr-17,TRUE,(null),TRUE,TRUE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
50288,28-Dec-16,(null),"PANELS, UPS&POWER DISTRIBUTION",28-Mar-17,28-Mar-17,24-Mar-17,24-Mar-17,(null),(null),(null),(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),24-Mar-17,28-Mar-17,29-Mar-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,4,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),ELECTRIC,(null),(null),(null),FALSE,(null),(null),(null),53463143,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=50288^,SEO,(null),(null),(null),(null),(null),No,2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),27-Mar-17,(null),(null),(null),(null),(null),(null),(null),(null),1-Apr-17,TRUE,(null),TRUE,TRUE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1210004731,29-Apr-17,(null),1 MONTHS,28-Jul-17,28-Jul-17,2-Aug-17,2-Aug-17,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),2-Aug-17,(null),3-Aug-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210004731^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000115,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-Jul-17,(null),(null),(null),(null),(null),J117,56046466,14,6-Aug-17,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210003370,29-Mar-17,(null),3 MONTHS,27-Jun-17,27-Jun-17,7-Jul-17,8-Jul-17,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),239.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),8-Jul-17,(null),6-Jul-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M003,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210003370^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000044,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),3,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),27-Jun-17,(null),(null),(null),(null),(null),(null),(null),(null),9-Jul-17,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),72,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
8019767,22-Mar-17,(null),1 YEARLY,28-May-18,28-May-18,7-Jul-17,7-Jul-17,(null),(null),(null),(null),(null),Manually generated,(null),335.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),7-Jul-17,(null),10-Jun-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M012,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,*,ELECTRON,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=8019767^,SEO,(null),(null),(null),(null),(null),(null),(null),6110,(null),(null),FALSE,(null),(null),On Work Order,W,(null),(null),(null),(null),(null),(null),2,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-May-18,(null),(null),(null),(null),(null),(null),(null),(null),13-Jun-18,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1210003367,29-Mar-17,(null),3 MONTHS,27-Jun-17,27-Jun-17,7-Jul-17,7-Jul-17,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),239.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),7-Jul-17,(null),6-Jul-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M003,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),ELECTRON,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210003367^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000044,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),27-Jun-17,(null),(null),(null),(null),(null),(null),(null),(null),9-Jul-17,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
53191,28-Feb-17,(null),"PRV, CONTROL MANIFOLD, BOP / DIVERTER",4-Jun-17,5-Jun-17,10-Jul-17,10-Jul-17,(null),(null),(null),(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),10-Jul-17,29-May-17,31-Jul-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,3,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),53474675,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=53191^,SEO,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),6,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),29-May-17,(null),(null),(null),(null),(null),(null),(null),(null),3-Aug-17,TRUE,(null),(null),(null),FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1210003404,30-Mar-17,(null),1 MONTHS,28-Jun-17,28-Jun-17,10-Jul-17,11-Jul-17,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),11-Jul-17,(null),4-Jul-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210003404^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000046,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-Jun-17,(null),(null),(null),(null),(null),J117,56046466,13,7-Jul-17,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),2,(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
53192,28-Feb-17,(null),"DP - 1 YEARLY CALIBRATION, DIVERTER CONTROL",4-Jun-17,5-Jun-17,10-Jul-17,10-Jul-17,(null),(null),(null),(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),10-Jul-17,29-May-17,4-Jul-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,3,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),53474676,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=53192^,SEO,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),6,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),29-May-17,(null),(null),(null),(null),(null),(null),(null),(null),7-Jul-17,TRUE,(null),(null),(null),FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1210006687,30-Jul-17,(null),1 MONTHS,28-Oct-17,28-Oct-17,2-Nov-17,2-Nov-17,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),2-Nov-17,(null),3-Nov-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210006687^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000308,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-Oct-17,(null),(null),(null),(null),(null),J117,56046466,16,6-Nov-17,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210008097,28-Sep-17,(null),3 MONTHS,27-Dec-17,27-Dec-17,2-Jan-18,2-Jan-18,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),239.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),2-Jan-18,(null),5-Jan-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M003,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),ELECTRON,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210008097^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000452,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),27-Dec-17,(null),(null),(null),(null),(null),(null),(null),(null),8-Jan-18,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1210008120,29-Sep-17,(null),1 MONTHS,28-Dec-17,28-Dec-17,29-Dec-17,29-Dec-17,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),167.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),29-Dec-17,(null),3-Jan-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M001,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),TECHLEAD,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210008120^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000454,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-Dec-17,(null),(null),(null),(null),(null),J117,56046466,18,6-Jan-18,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),FALSE,FALSE,(null),(null),(null),(null),(null),FALSE
1210008100,28-Sep-17,(null),3 MONTHS,27-Dec-17,27-Dec-17,2-Jan-18,5-Jan-18,(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),239.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),5-Jan-18,(null),5-Jan-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M003,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=1210008100^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000452,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),27-Dec-17,(null),(null),(null),(null),(null),(null),(null),(null),8-Jan-18,(null),(null),TRUE,TRUE,FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
53090,27-Feb-17,(null),"CONTROL MANIFOLD, BOP / DIVERTER",3-Jun-17,4-Jun-17,26-May-17,6-Jun-17,(null),(null),(null),(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),6-Jun-17,28-May-17,4-Jun-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,3,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),53474518,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=53090^,SEO,(null),(null),(null),(null),(null),No,2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-May-17,(null),(null),(null),(null),(null),(null),(null),(null),7-Jun-17,TRUE,(null),TRUE,TRUE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
53089,27-Feb-17,(null),"PANELS, UPS&POWER DISTRIBUTION",4-Jun-17,4-Jun-17,26-May-17,1-Jun-17,(null),(null),(null),(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),1-Jun-17,28-May-17,4-Jun-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,3,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),ELECTRIC,(null),(null),(null),FALSE,(null),(null),(null),53474517,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=53089^,SEO,(null),(null),(null),(null),(null),No,2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-May-17,(null),(null),(null),(null),(null),(null),(null),(null),7-Jun-17,TRUE,(null),TRUE,TRUE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
53100,27-Feb-17,(null),"FILTER, CJC UNIT",3-Jun-17,3-Jun-17,2-Jun-17,3-Jun-17,(null),(null),(null),(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),3-Jun-17,28-May-17,4-Jun-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,3,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),HYDRAULI,(null),(null),(null),FALSE,(null),(null),(null),53474528,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=53100^,SEO,(null),(null),(null),(null),(null),No,2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-May-17,(null),(null),(null),(null),(null),(null),(null),(null),7-Jun-17,TRUE,(null),TRUE,TRUE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
53093,27-Feb-17,(null),"CTRL PANELS,CONTROL MANIFOLD, BOP/DIV",3-Jun-17,4-Jun-17,26-May-17,26-May-17,(null),(null),(null),(null),(null),(null),(null),479.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),26-May-17,28-May-17,4-Jun-17,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,3,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FINISHED,J117,11420004,(null),ELECTRON,(null),(null),(null),FALSE,(null),(null),(null),53474521,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),WO_NO=53093^,SEO,(null),(null),(null),(null),(null),No,2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),28-May-17,(null),(null),(null),(null),(null),(null),(null),(null),7-Jun-17,TRUE,(null),TRUE,TRUE,FALSE,FALSE,(null),FALSE,332,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
1210010066,27-Dec-17,(null),3 MONTHS,27-Mar-18,27-Mar-18,(null),(null),(null),(null),(null),(null),(null)," Generated for ex department , Site J117,  11420004,",(null),239.9997168,(null),(null),332,(null),(null),200,(null),(null),(null),(null),(null),(null),(null),(null),(null),1-Mar-18,(null),5-Apr-18,Separate Action,ActiveSeparate,(null),(null),(null),(null),(null),(null),(null),200,(null),(null),M003,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CANCELED,J117,11420004,(null),ELECTRON,(null),(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,WO_NO=1210010066^,SEO,(null),(null),(null),(null),(null),(null),(null),12100000674,(null),(null),FALSE,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,(null),J117,EQUIPMENT,EQUIPMENT,"CONTROL MANIFOLD, BOP",(null),(null),(null),(null),(null),(null),(null),27-Mar-18,(null),(null),(null),(null),(null),(null),(null),(null),8-Apr-18,(null),(null),(null),(null),FALSE,TRUE,(null),FALSE,332,(null),(null),(null),(null),2,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),FALSE
